director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,title_year,director_genre_actors
Mikel Rueda,Álex Angulo,Germán Alcarazu,Joseba Ugalde,Drama Romance,Hidden Away,2014.0,Mikel Rueda Álex Angulo  Germán Alcarazu Joseba Ugalde Drama Romance
Stefan C. Schaefer,Nicole Beharie,Marlene Forte,Reg E. Cathey,Comedy Drama Romance,My Last Day Without You,2011.0,Stefan C. Schaefer Nicole Beharie  Marlene Forte Reg E. Cathey Comedy Drama Romance
Michael Taliferro,Wesley Jonathan,Sticky Fingaz,Chrystee Pharris,Comedy Music,Steppin: The Movie,2009.0,Michael Taliferro Wesley Jonathan  Sticky Fingaz Chrystee Pharris Comedy Music
David DeCoteau,William McNamara,Tom Berenger,Randy Jay Burrell,Western,Doc Holliday's Revenge,2014.0,David DeCoteau William McNamara  Tom Berenger Randy Jay Burrell Western
Katie Aselton,Katie Aselton,Anslem Richardson,Jay Paulson,Horror Thriller,Black Rock,2012.0,Katie Aselton Katie Aselton  Anslem Richardson Jay Paulson Horror Thriller
Robert Heath,David Oakes,Alexander Vlahos,Jennie Jacques,Horror Mystery,Truth or Die,2012.0,Robert Heath David Oakes  Alexander Vlahos Jennie Jacques Horror Mystery
D. Stevens,Magi Avila,Pierre Dulat,Summer Napoles,Drama Thriller,The Pet,2006.0,D. Stevens Magi Avila  Pierre Dulat Summer Napoles Drama Thriller
Jeffrey St. Jules,Boyd Banks,Chloe Rose,Kristian Bruun,Drama Musical Sci-Fi,Bang Bang Baby,2014.0,Jeffrey St. Jules Boyd Banks  Chloe Rose Kristian Bruun Drama Musical Sci-Fi
Robert Hall,Angelina Armani,Kevin Gage,Fiona Dourif,Horror,Fear Clinic,2015.0,Robert Hall Angelina Armani  Kevin Gage Fiona Dourif Horror
K. King,Jason K. Wixom,Shona Kay,Jarrod Phillips,Action Comedy Horror,Zombie Hunter,2013.0,K. King Jason K. Wixom  Shona Kay Jarrod Phillips Action Comedy Horror
Jonathan Meyers,Justin Baldoni,Luke Perry,Leonor Varela,Drama,A Fine Step,2014.0,Jonathan Meyers Justin Baldoni  Luke Perry Leonor Varela Drama
Danny Boyle,Rosario Dawson,Spencer Wilding,Tuppence Middleton,Crime Drama Mystery Thriller,Trance,2013.0,Danny Boyle Rosario Dawson  Spencer Wilding Tuppence Middleton Crime Drama Mystery Thriller
Ralph Nelson,Cliff Robertson,Dick Van Patten,Claire Bloom,Drama Romance Sci-Fi,Charly,1968.0,Ralph Nelson Cliff Robertson  Dick Van Patten Claire Bloom Drama Romance Sci-Fi
Blair Erickson,Monique Candelaria,Katia Winter,Michael McMillian,Horror Thriller,Banshee Chapter,2013.0,Blair Erickson Monique Candelaria  Katia Winter Michael McMillian Horror Thriller
unknown,Eric Lloyd,David DeLuise,Bruno Campos,Comedy,Jesse            ,0.0,unknown Eric Lloyd  David DeLuise Bruno Campos Comedy
Allison Burnett,Kimberly Williams-Paisley,Gia Mantegna,Cathryn de Prume,Drama,Ask Me Anything,2014.0,Allison Burnett Kimberly Williams-Paisley  Gia Mantegna Cathryn de Prume Drama
Richard Schenkman,Vanessa Williams,Mike Colter,Eartha Kitt,Comedy Romance,And Then Came Love,2007.0,Richard Schenkman Vanessa Williams  Mike Colter Eartha Kitt Comedy Romance
Sanjay Rawal,Alma Martinez,Robert Kennedy Jr.,Eve Ensler,Documentary News,Food Chains,2014.0,Sanjay Rawal Alma Martinez  Robert Kennedy Jr. Eve Ensler Documentary News
Elia Kazan,Marlon Brando,Karl Malden,Rod Steiger,Crime Drama Romance,On the Waterfront,1954.0,Elia Kazan Marlon Brando  Karl Malden Rod Steiger Crime Drama Romance
Kat Coiro,Justin Kirk,Geoff Stults,Kristen Johnston,Comedy,L!fe Happens,2011.0,Kat Coiro Justin Kirk  Geoff Stults Kristen Johnston Comedy
Cristian Mungiu,Anamaria Marinca,Vlad Ivanov,Alexandru Potocean,Drama,"4 Months, 3 Weeks and 2 Days",2007.0,Cristian Mungiu Anamaria Marinca  Vlad Ivanov Alexandru Potocean Drama
Brian Dorton,Javier Botet,Brian Dorton,Jan Cornet,Horror,The Horror Network Vol. 1,2015.0,Brian Dorton Javier Botet  Brian Dorton Jan Cornet Horror
David Slade,Odessa Rae,G.J. Echternkamp,Patrick Wilson,Crime Drama Thriller,Hard Candy,2005.0,David Slade Odessa Rae  G.J. Echternkamp Patrick Wilson Crime Drama Thriller
Jamie Babbit,Katy Mixon,David Gallagher,Edie Falco,Drama Thriller,The Quiet,2005.0,Jamie Babbit Katy Mixon  David Gallagher Edie Falco Drama Thriller
Maryam Keshavarz,Sarah Kazemy,Reza Sixo Safai,Sina Amedson,Drama,Circumstance,2011.0,Maryam Keshavarz Sarah Kazemy  Reza Sixo Safai Sina Amedson Drama
Ryan Coogler,Ahna O'Reilly,Melonie Diaz,Ariana Neal,Biography Drama Romance,Fruitvale Station,2013.0,Ryan Coogler Ahna O'Reilly  Melonie Diaz Ariana Neal Biography Drama Romance
Ramaa Mosley,Jack McBrayer,Michael Angarano,Alia Shawkat,Comedy Fantasy Thriller,The Brass Teapot,2012.0,Ramaa Mosley Jack McBrayer  Michael Angarano Alia Shawkat Comedy Fantasy Thriller
James Algar,Sam Edwards,Donnie Dunagan,Ann Gillis,Animation Drama Family,Bambi,1942.0,James Algar Sam Edwards  Donnie Dunagan Ann Gillis Animation Drama Family
Charles Herman-Wurmfeld,John Enos III,Rian Bishop,Adam Carolla,Comedy Romance Sport,The Hammer,2007.0,Charles Herman-Wurmfeld John Enos III  Rian Bishop Adam Carolla Comedy Romance Sport
Ric Roman Waugh,Dwayne Johnson,Harold Perrineau,Nadine Velazquez,Action Drama Thriller,Snitch,2013.0,Ric Roman Waugh Dwayne Johnson  Harold Perrineau Nadine Velazquez Action Drama Thriller
C. Jay Cox,Joseph Gordon-Levitt,Rob McElhenney,Jacqueline Bisset,Comedy Drama Romance,Latter Days,2003.0,C. Jay Cox Joseph Gordon-Levitt  Rob McElhenney Jacqueline Bisset Comedy Drama Romance
Mariette Monpierre,Stana Roumillac,Christophe Cherki,Teddy Doloir,Drama,Elza,2011.0,Mariette Monpierre Stana Roumillac  Christophe Cherki Teddy Doloir Drama
Tommy Oliver,Bokeem Woodbine,Ruby Dee,Quinton Aaron,Drama,1982,2013.0,Tommy Oliver Bokeem Woodbine  Ruby Dee Quinton Aaron Drama
Jamie Travis,James Wolk,Ari Graynor,Nia Vardalos,Comedy,"For a Good Time, Call...",2012.0,Jamie Travis James Wolk  Ari Graynor Nia Vardalos Comedy
Lee Toland Krieger,Ari Graynor,Janel Parrish,Rob Huebel,Comedy Drama Romance,Celeste & Jesse Forever,2012.0,Lee Toland Krieger Ari Graynor  Janel Parrish Rob Huebel Comedy Drama Romance
Rich Christiano,Gavin MacLeod,D. David Morin,Hal Linden,Drama Fantasy Sci-Fi,Time Changer,2002.0,Rich Christiano Gavin MacLeod  D. David Morin Hal Linden Drama Fantasy Sci-Fi
Paul Andrew Williams,Lorraine Stanley,Johnny Harris,Georgia Groome,Crime Drama Thriller,London to Brighton,2006.0,Paul Andrew Williams Lorraine Stanley  Johnny Harris Georgia Groome Crime Drama Thriller
Nick Love,Eddie Griffin,Christopher Berry,Michelle Tabora,Action Comedy Drama Sci-Fi,American Hero,2015.0,Nick Love Eddie Griffin  Christopher Berry Michelle Tabora Action Comedy Drama Sci-Fi
Natalie Bible',Tommy O'Reilly,Samaire Armstrong,Matt Cohen,Mystery Thriller,Windsor Drive,2015.0,Natalie Bible' Tommy O'Reilly  Samaire Armstrong Matt Cohen Mystery Thriller
Asghar Farhadi,Shahab Hosseini,Leila Hatami,Peyman Moaadi,Drama Mystery,A Separation,2011.0,Asghar Farhadi Shahab Hosseini  Leila Hatami Peyman Moaadi Drama Mystery
Justin Molotnikov,Jo Hartley,Stephen McCole,Joe Cassidy,Thriller,Crying with Laughter,2009.0,Justin Molotnikov Jo Hartley  Stephen McCole Joe Cassidy Thriller
Todd Solondz,Heather Matarazzo,Ken Leung,Christina Vidal,Comedy Drama,Welcome to the Dollhouse,1995.0,Todd Solondz Heather Matarazzo  Ken Leung Christina Vidal Comedy Drama
Victor Nunez,Allison Dean,Todd Field,Dorothy Lyman,Drama Romance,Ruby in Paradise,1993.0,Victor Nunez Allison Dean  Todd Field Dorothy Lyman Drama Romance
Peter Sollett,Victor Rasuk,Melonie Diaz,Judy Marte,Drama Romance,Raising Victor Vargas,2002.0,Peter Sollett Victor Rasuk  Melonie Diaz Judy Marte Drama Romance
Georg Wilhelm Pabst,Louise Brooks,Francis Lederer,Fritz Kortner,Crime Drama Romance,Pandora's Box,1929.0,Georg Wilhelm Pabst Louise Brooks  Francis Lederer Fritz Kortner Crime Drama Romance
Daniel Davila,Martin Landau,Melora Walters,Diane Baker,Drama,Harrison Montgomery,2008.0,Daniel Davila Martin Landau  Melora Walters Diane Baker Drama
Jorge Gaggero,Norma Aleandro,Hilda Bernard,Claudia Lapacó,Drama,Live-In Maid,2004.0,Jorge Gaggero Norma Aleandro  Hilda Bernard Claudia Lapacó Drama
Rod Lurie,Kevin Pollak,Kathryn Morris,Timothy Hutton,Drama Thriller,Deterrence,1999.0,Rod Lurie Kevin Pollak  Kathryn Morris Timothy Hutton Drama Thriller
Michael Burke,Zachary Knighton,Tom Guiry,Ryan Donowho,Crime Drama Romance,The Mudge Boy,2003.0,Michael Burke Zachary Knighton  Tom Guiry Ryan Donowho Crime Drama Romance
Catherine Jelski,Leslie Bibb,Eion Bailey,Arly Jover,Drama,The Young Unknowns,2000.0,Catherine Jelski Leslie Bibb  Eion Bailey Arly Jover Drama
Shane Dawson,Shane Dawson,Kurt Angle,Cherami Leigh,Comedy,Not Cool,2014.0,Shane Dawson Shane Dawson  Kurt Angle Cherami Leigh Comedy
Tommy Wirkola,Bjørn Sundquist,Stig Frode Henriksen,Ane Dahl Torp,Comedy Horror,Dead Snow,2009.0,Tommy Wirkola Bjørn Sundquist  Stig Frode Henriksen Ane Dahl Torp Comedy Horror
Ryan Little,Corbin Allred,Larry Bagby,Kirby Heyborne,Action Adventure Drama War,Saints and Soldiers,2003.0,Ryan Little Corbin Allred  Larry Bagby Kirby Heyborne Action Adventure Drama War
Clark Baker,Taylor Pigeon,Alan Pietruszewski,Whit Spurgeon,Horror Sci-Fi Short Thriller,Vessel,2012.0,Clark Baker Taylor Pigeon  Alan Pietruszewski Whit Spurgeon Horror Sci-Fi Short Thriller
George Lucas,Harrison Ford,Ron Howard,Mackenzie Phillips,Comedy Drama Music,American Graffiti,1973.0,George Lucas Harrison Ford  Ron Howard Mackenzie Phillips Comedy Drama Music
Robert Greenwald,Scott Helvenston,Katy Helvenston-Wettengal,Donna Zovko,Documentary War,Iraq for Sale: The War Profiteers,2006.0,Robert Greenwald Scott Helvenston  Katy Helvenston-Wettengal Donna Zovko Documentary War
Matt Maiellaro,Tina Fey,Fred Armisen,Chris Kattan,Action Adventure Animation Comedy Fantasy Sci-Fi,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007.0,Matt Maiellaro Tina Fey  Fred Armisen Chris Kattan Action Adventure Animation Comedy Fantasy Sci-Fi
Colin Trevorrow,Mary Lynn Rajskub,Mark Duplass,Jeff Garlin,Comedy Drama Romance,Safety Not Guaranteed,2012.0,Colin Trevorrow Mary Lynn Rajskub  Mark Duplass Jeff Garlin Comedy Drama Romance
Leslie Small,Isaac C. Singleton Jr.,Larry King,Jeanette Branch,Comedy Documentary,Kevin Hart: Laugh at My Pain,2011.0,Leslie Small Isaac C. Singleton Jr.  Larry King Jeanette Branch Comedy Documentary
Ben Wheatley,MyAnna Buring,Ben Crompton,Neil Maskell,Crime Horror Thriller,Kill List,2011.0,Ben Wheatley MyAnna Buring  Ben Crompton Neil Maskell Crime Horror Thriller
Ti West,Lena Dunham,Jake Ryan,Pat Healy,Horror,The Innkeepers,2011.0,Ti West Lena Dunham  Jake Ryan Pat Healy Horror
David S. Goyer,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,Drama Fantasy Horror Mystery Thriller,The Unborn,2009.0,David S. Goyer Gary Oldman  Atticus Shaffer Rachel Brosnahan Drama Fantasy Horror Mystery Thriller
Bernardo Bertolucci,Jean-Louis Trintignant,Stefania Sandrelli,Dominique Sanda,Drama,The Conformist,1970.0,Bernardo Bertolucci Jean-Louis Trintignant  Stefania Sandrelli Dominique Sanda Drama
Neil Burger,Raymond J. Barry,Christel Khalil,Renee Faia,Drama,Interview with the Assassin,2002.0,Neil Burger Raymond J. Barry  Christel Khalil Renee Faia Drama
Oliver Blackburn,Julian Morris,Nichola Burley,Tom Burke,Crime Drama Horror Thriller,Donkey Punch,2008.0,Oliver Blackburn Julian Morris  Nichola Burley Tom Burke Crime Drama Horror Thriller
Jonathan Levine,Luke Grimes,Michael Welch,Whitney Able,Horror,All the Boys Love Mandy Lane,2006.0,Jonathan Levine Luke Grimes  Michael Welch Whitney Able Horror
Christopher Hutson,Dichen Lachman,Jennifer Lee Wiggins,Michele Morrow,Horror,Bled,2009.0,Christopher Hutson Dichen Lachman  Jennifer Lee Wiggins Michele Morrow Horror
Fred Zinnemann,Gary Cooper,Lloyd Bridges,Lon Chaney Jr.,Thriller Western,High Noon,1952.0,Fred Zinnemann Gary Cooper  Lloyd Bridges Lon Chaney Jr. Thriller Western
Steve James,William Gates,Arthur Agee,Isiah Thomas,Documentary Drama Sport,Hoop Dreams,1994.0,Steve James William Gates  Arthur Agee Isiah Thomas Documentary Drama Sport
David LaChapelle,Kevin Scott Richardson,Christopher Toler,Tommy the Clown,Documentary Music,Rize,2005.0,David LaChapelle Kevin Scott Richardson  Christopher Toler Tommy the Clown Documentary Music
Joseph Kosinski,Peter Dinklage,Lauren Cohan,Erick Avari,Action Adventure Fantasy Sci-Fi,Destiny,2014.0,Joseph Kosinski Peter Dinklage  Lauren Cohan Erick Avari Action Adventure Fantasy Sci-Fi
Michael Cuesta,Adam LeFevre,Bruce Altman,Walter Masterson,Crime Drama,L.I.E.,2001.0,Michael Cuesta Adam LeFevre  Bruce Altman Walter Masterson Crime Drama
Caryn Waechter,Laura Fraser,Kara Hayward,Louis Ozawa Changchien,Drama Mystery Thriller,The Sisterhood of Night,2014.0,Caryn Waechter Laura Fraser  Kara Hayward Louis Ozawa Changchien Drama Mystery Thriller
Emily Dell,Aimee Garcia,Wesley Jonathan,Drew Sidora,Drama Music Romance,B-Girl,2009.0,Emily Dell Aimee Garcia  Wesley Jonathan Drew Sidora Drama Music Romance
Peter Jackson,Naomi Watts,Thomas Kretschmann,Evan Parke,Action Adventure Drama Romance,King Kong,2005.0,Peter Jackson Naomi Watts  Thomas Kretschmann Evan Parke Action Adventure Drama Romance
Jaume Collet-Serra,Robert Ri'chard,Paris Hilton,Brian Van Holt,Horror,House of Wax,2005.0,Jaume Collet-Serra Robert Ri'chard  Paris Hilton Brian Van Holt Horror
Ryan Fleck,Ryan Gosling,Tristan Mack Wilds,Jeff Lima,Drama,Half Nelson,2006.0,Ryan Fleck Ryan Gosling  Tristan Mack Wilds Jeff Lima Drama
Jennifer Wynne Farmer,Irene Bedard,Akima,Max Gail,Drama,Naturally Native,1998.0,Jennifer Wynne Farmer Irene Bedard  Akima Max Gail Drama
Christopher Scott Cherot,Hill Harper,Robinne Lee,Chenoa Maxwell,Comedy,Hav Plenty,1997.0,Christopher Scott Cherot Hill Harper  Robinne Lee Chenoa Maxwell Comedy
H.M. Coakley,Mehcad Brooks,Steffinnie Phrommany,Danielle Savre,Crime Drama Thriller,Adulterers,2015.0,H.M. Coakley Mehcad Brooks  Steffinnie Phrommany Danielle Savre Crime Drama Thriller
Randy Moore,Trey Loney,Lee Armstrong,Amy Lucas,Fantasy Horror,Escape from Tomorrow,2013.0,Randy Moore Trey Loney  Lee Armstrong Amy Lucas Fantasy Horror
Chris Atkins,Richard Curtis,Harvey Weinstein,Elton John,Documentary,Starsuckers,2009.0,Chris Atkins Richard Curtis  Harvey Weinstein Elton John Documentary
Bill Benenson,Alfre Woodard,Dave Fennoy,Jane Goodall,Documentary,The Hadza: Last of the First,2014.0,Bill Benenson Alfre Woodard  Dave Fennoy Jane Goodall Documentary
Ryan Smith,Sandra Ellis Lafferty,Madison Lintz,Karolina Wydra,Fantasy Horror Mystery Thriller,After,2012.0,Ryan Smith Sandra Ellis Lafferty  Madison Lintz Karolina Wydra Fantasy Horror Mystery Thriller
Travis Romero,Matthew Ziff,Lorraine Ziff,Michael Biehn,Drama Thriller,Treachery,2013.0,Travis Romero Matthew Ziff  Lorraine Ziff Michael Biehn Drama Thriller
Anna Mastro,Leven Rambin,Justin Kirk,Virginia Madsen,Comedy Drama,Walter,2015.0,Anna Mastro Leven Rambin  Justin Kirk Virginia Madsen Comedy Drama
Mark Sandrich,Ginger Rogers,Edward Everett Horton,Eric Blore,Comedy Musical Romance,Top Hat,1935.0,Mark Sandrich Ginger Rogers  Edward Everett Horton Eric Blore Comedy Musical Romance
Daniel Myrick,Heather Donahue,Joshua Leonard,Michael C. Williams,Horror,The Blair Witch Project,1999.0,Daniel Myrick Heather Donahue  Joshua Leonard Michael C. Williams Horror
Michael Wadleigh,Joe Cocker,Jimi Hendrix,Joan Baez,Documentary History Music,Woodstock,1970.0,Michael Wadleigh Joe Cocker  Jimi Hendrix Joan Baez Documentary History Music
John Landis,David Zucker,Barry Dennen,Tara Strohmeier,Comedy,The Kentucky Fried Movie,1977.0,John Landis David Zucker  Barry Dennen Tara Strohmeier Comedy
Jon Gunn,Stacy Keach,David A.R. White,Cynthia Watros,Action Crime Drama,Mercy Streets,2000.0,Jon Gunn Stacy Keach  David A.R. White Cynthia Watros Action Crime Drama
Gene Teigland,Kendyl Joi,Matthew Feeney,Tac Fitzgerald,Mystery Thriller,Arnolds Park,2007.0,Gene Teigland Kendyl Joi  Matthew Feeney Tac Fitzgerald Mystery Thriller
Scott Ziehl,William Smith,Jason London,Brent David Fraser,Drama,Broken Vessels,1998.0,Scott Ziehl William Smith  Jason London Brent David Fraser Drama
Richard Montoya,Nicholas Gonzalez,Angela Nordeng,Exie Booker,Crime Drama,Water & Power,2013.0,Richard Montoya Nicholas Gonzalez  Angela Nordeng Exie Booker Crime Drama
Johanna Schwartz,Aliou Touré,Garba Touré,Khaira Arby,Documentary,They Will Have to Kill Us First,2015.0,Johanna Schwartz Aliou Touré  Garba Touré Khaira Arby Documentary
William Gazecki,Karen Alexander,Colin Andrews,Francine Blake,Documentary,Crop Circles: Quest for Truth,2002.0,William Gazecki Karen Alexander  Colin Andrews Francine Blake Documentary
Lance McDaniel,Russell Wong,Steven Michael Quezada,Lymari Nadal,Action Drama Thriller,Light from the Darkroom,2014.0,Lance McDaniel Russell Wong  Steven Michael Quezada Lymari Nadal Action Drama Thriller
Thomas Lilti,François Cluzet,Félix Moati,Marianne Denicourt,Comedy Drama,Irreplaceable,2016.0,Thomas Lilti François Cluzet  Félix Moati Marianne Denicourt Comedy Drama
Michael Walker,Paula Garcés,Annabella Sciorra,John Brodsky,Thriller,The Maid's Room,2013.0,Michael Walker Paula Garcés  Annabella Sciorra John Brodsky Thriller
Richard Lester,Paul McCartney,Ringo Starr,George Harrison,Comedy Musical,A Hard Day's Night,1964.0,Richard Lester Paul McCartney  Ringo Starr George Harrison Comedy Musical
U. Roberto Romano,unknown,unknown,unknown,Documentary,The Harvest/La Cosecha,2011.0,U. Roberto Romano unknown  unknown unknown Documentary
Amy Holden Jones,Jamie Lee Curtis,Sally Kirkland,Amy Madigan,Drama Romance,Love Letters,1983.0,Amy Holden Jones Jamie Lee Curtis  Sally Kirkland Amy Madigan Drama Romance
Blaz Zavrsnik,Dario Nozic Serini,Spela Colja,Andrej Nahtigal,Comedy,Julija in alfa Romeo,2015.0,Blaz Zavrsnik Dario Nozic Serini  Spela Colja Andrej Nahtigal Comedy
Alex Kendrick,Kirk Cameron,Ken Bevel,Erin Bethea,Drama Romance,Fireproof,2008.0,Alex Kendrick Kirk Cameron  Ken Bevel Erin Bethea Drama Romance
Pan Nalin,Bhole Baba,Pant Shirt Baba,Shriman Umeshanad Brahmachari,Biography Documentary Drama,Faith Connections,2013.0,Pan Nalin Bhole Baba  Pant Shirt Baba Shriman Umeshanad Brahmachari Biography Documentary Drama
Joe Camp,Frances Bavier,Peter Breck,Edgar Buchanan,Adventure Family Romance,Benji,1974.0,Joe Camp Frances Bavier  Peter Breck Edgar Buchanan Adventure Family Romance
Chris Kentis,Blanchard Ryan,Saul Stein,Daniel Travis,Adventure Biography Drama Horror Thriller,Open Water,2003.0,Chris Kentis Blanchard Ryan  Saul Stein Daniel Travis Adventure Biography Drama Horror Thriller
Matt Walsh,Joe Lo Truglio,Matt Jones,Abby Elliott,Comedy,High Road,2011.0,Matt Walsh Joe Lo Truglio  Matt Jones Abby Elliott Comedy
John 'Bud' Cardos,Woody Strode,Hoke Howell,Tiffany Bolling,Horror Sci-Fi,Kingdom of the Spiders,1977.0,John 'Bud' Cardos Woody Strode  Hoke Howell Tiffany Bolling Horror Sci-Fi
Marilyn Agrelo,Heather Berman,Eva Carrozza,Paul Daggett,Documentary Family Music,Mad Hot Ballroom,2005.0,Marilyn Agrelo Heather Berman  Eva Carrozza Paul Daggett Documentary Family Music
Tom McCarthy,Peter Dinklage,Joe Lo Truglio,Paula Garcés,Comedy Drama,The Station Agent,2003.0,Tom McCarthy Peter Dinklage  Joe Lo Truglio Paula Garcés Comedy Drama
Brian Baugh,Randy Wayne,Sean Michael Afable,D. David Morin,Drama,To Save a Life,2009.0,Brian Baugh Randy Wayne  Sean Michael Afable D. David Morin Drama
Patrick Creadon,Ken Burns,Bill Clinton,Bob Dole,Documentary,Wordplay,2006.0,Patrick Creadon Ken Burns  Bill Clinton Bob Dole Documentary
Barry W. Blaustein,Terry Funk,Vince McMahon,Mick Foley,Biography Documentary Sport,Beyond the Mat,1999.0,Barry W. Blaustein Terry Funk  Vince McMahon Mick Foley Biography Documentary Sport
Kurt Hale,Kirby Heyborne,Lincoln Hoppe,Daryn Tufts,Comedy Drama Romance,The Singles Ward,2002.0,Kurt Hale Kirby Heyborne  Lincoln Hoppe Daryn Tufts Comedy Drama Romance
Siddiq Barmak,Marina Golbahari,Zubaida Sahar,Mohamad Haref Harati,Drama,Osama,2003.0,Siddiq Barmak Marina Golbahari  Zubaida Sahar Mohamad Haref Harati Drama
Joseph Dorman,Rachel Dratch,Peter Riegert,Jason Kravits,Documentary,Sholem Aleichem: Laughing in the Darkness,2011.0,Joseph Dorman Rachel Dratch  Peter Riegert Jason Kravits Documentary
Greg Harrison,Rachel True,Ari Gold,Denny Kirkwood,Drama Music,Groove,2000.0,Greg Harrison Rachel True  Ari Gold Denny Kirkwood Drama Music
Kurt Hale,Kirby Heyborne,Big Budah,Curt Doussett,Comedy Crime Family,The R.M.,2003.0,Kurt Hale Kirby Heyborne  Big Budah Curt Doussett Comedy Crime Family
Michael Polish,Sasha Alexander,William Katt,Jon Gries,Drama,Twin Falls Idaho,1999.0,Michael Polish Sasha Alexander  William Katt Jon Gries Drama
Jacob Aaron Estes,Rory Culkin,Scott Mechlowicz,Trevor Morgan,Crime Drama,Mean Creek,2004.0,Jacob Aaron Estes Rory Culkin  Scott Mechlowicz Trevor Morgan Crime Drama
